,Symbol,Company Name,Market Cap,% Change,Volume,Revenue
470,THFF,First Financial Corporation,448.33M,-0.03%,47796,202.67M
471,NFBK,"Northfield Bancorp, Inc. (Staten Island, NY)",448.20M,-2.08%,135777,135.21M
472,HIPO,Hippo Holdings Inc.,447.08M,1.63%,126301,209.70M
473,BETR,Better Home & Finance Holding Company,446.35M,-1.52%,827025,450.55M
474,HTBI,"HomeTrust Bancshares, Inc.",446.15M,-0.43%,12884,183.36M
475,ATLC,Atlanticus Holdings Corporation,445.71M,-2.13%,13897,354.81M
476,PNNT,PennantPark Investment Corporation,443.53M,0.29%,384776,149.74M
477,WASH,"Washington Trust Bancorp, Inc.",440.65M,-0.46%,81162,190.04M
478,MCB,Metropolitan Bank Holding Corp.,440.06M,-2.02%,91756,238.46M
479,ACIC,American Coastal Insurance Corporation,438.41M,5.64%,376789,341.80M
480,ANSC,Agriculture & Natural Solutions Acquisition Corporation,437.72M,-,22053,-
481,SPFI,"South Plains Financial, Inc.",436.69M,-2.89%,117363,219.41M
482,DHIL,"Diamond Hill Investment Group, Inc.",436.49M,-0.38%,20405,136.72M
483,ALRS,Alerus Financial Corporation,434.74M,1.18%,34957,166.01M
484,PGC,Peapack-Gladstone Financial Corporation,434.62M,-1.22%,41851,229.26M
485,SLAM,Slam Corp.,434.43M,-0.55%,402,-
486,GLRE,"Greenlight Capital Re, Ltd.",427.17M,-0.16%,31937,667.08M
487,CCNE,CNB Financial Corporation,422.20M,-1.03%,23216,217.17M
488,RRAC,Rigel Resource Acquisition Corp.,417.38M,-,1527,-
489,GFR,Greenfire Resources Ltd,415.97M,-2.29%,3765,-
490,AROW,Arrow Financial Corporation,415.65M,-1.43%,33697,130.57M
491,NBN,Northeast Bank,412.41M,-1.70%,13981,142.81M
492,BHRB,Burke & Herbert Bank & Trust Company,410.81M,-,5465,-
493,KRNY,Kearny Financial Corp.,409.82M,-2.36%,277921,148.37M
494,OPY,Oppenheimer Holdings Inc.,408.56M,-0.15%,32636,1.25B
495,FSBC,Five Star Bancorp,407.80M,-,7252,114.39M
496,ESQ,"Esquire Financial Holdings, Inc.",406.02M,-0.61%,12167,105.34M
497,CSTR,"CapStar Financial Holdings, Inc.",401.93M,-1.29%,51144,113.72M
498,GBLI,"Global Indemnity Group, LLC",400.86M,1.90%,4200,574.50M
499,HRZN,Horizon Technology Finance Corporation,400.11M,-2.34%,672016,113.48M
500,NETD,Nabors Energy Transition Corp. II,396.88M,-0.29%,95496,-
501,VALU,"Value Line, Inc.",393.01M,-1.83%,2535,39.04M
502,SMMF,"Summit Financial Group, Inc.",391.32M,-0.79%,13490,157.82M
503,LCAA,L Catterton Asia Acquisition Corp,391.06M,2.43%,107534,-
504,HCVI,Hennessy Capital Investment Corp. VI,386.86M,-0.10%,2002,-
505,CRD.A,Crawford & Company,385.35M,3.16%,135870,1.32B
506,GHI,Greystone Housing Impact Investors LP,384.67M,0.30%,34352,104.90M
507,BHB,Bar Harbor Bankshares,384.31M,-1.86%,20890,154.14M
508,CRD.B,Crawford & Company,381.27M,1.93%,15135,1.32B
509,SHBI,"Shore Bancshares, Inc.",376.72M,-1.14%,47185,121.69M
510,FFIC,Flushing Financial Corporation,373.24M,-2.40%,113790,185.29M
511,TPVG,TriplePoint Venture Growth BDC Corp.,372.44M,0.92%,623040,137.49M
512,HIFS,Hingham Institution for Savings,365.19M,-0.32%,15378,161.23M
513,SMBK,"SmartFinancial, Inc.",359.32M,-0.38%,61611,155.80M
514,MOFG,"MidWestOne Financial Group, Inc.",353.12M,0.36%,33621,156.75M
515,GNTY,"Guaranty Bancshares, Inc.",350.72M,-1.63%,8008,121.56M
516,RRBI,"Red River Bancshares, Inc.",347.84M,-0.73%,2511,108.13M
517,MCBC,Macatawa Bank Corporation,339.49M,-1.11%,56238,105.34M
518,MBI,MBIA Inc.,339.17M,0.30%,286870,7.00M
519,MPB,"Mid Penn Bancorp, Inc.",338.10M,-0.25%,21787,166.56M
520,SVII,Spring Valley Acquisition Corp. II,334.88M,-,711,-
521,FRBA,First Bank,333.45M,-1.98%,15734,125.94M
522,SAR,Saratoga Investment Corp.,328.91M,-0.94%,144148,138.80M
523,BWB,"Bridgewater Bancshares, Inc.",326.70M,-1.95%,30126,111.84M
524,IPXX,Inflection Point Acquisition Corp. II,326.25M,-,80029,-
525,RBB,RBB Bancorp,323.99M,-0.52%,16550,136.91M
526,EBTC,"Enterprise Bancorp, Inc.",320.31M,-0.59%,52586,161.44M
527,RENE,Cartesian Growth Corporation II,318.12M,-,24,-
528,TYG,Tortoise Energy Infrastructure Corporation,317.97M,-,65338,176.85M
529,FANH,Fanhua Inc.,316.00M,2.00%,182499,462.50M
530,SCM,Stellus Capital Investment Corporation,314.84M,-0.77%,120957,105.85M
531,SLQT,"SelectQuote, Inc.",311.79M,-,498325,1.16B
532,IVCB,Investcorp Europe Acquisition Corp I,309.74M,-,75003,-
533,HYAC,Haymaker Acquisition Corp. III,306.70M,-,120673,-
534,LX,LexinFintech Holdings Ltd.,304.32M,2.70%,1022525,1.73B
535,FRST,Primis Financial Corp.,302.99M,-1.39%,53052,133.22M
536,CARE,"Carter Bankshares, Inc.",300.27M,-0.54%,33253,-
537,JWSM,Jaws Mustang Acquisition Corporation,299.54M,-,25414,-
538,GOCO,"GoHealth, Inc.",299.10M,-0.68%,4613,527.35M
539,WTBA,"West Bancorporation, Inc.",298.04M,-3.16%,16260,78.40M
540,WHF,"WhiteHorse Finance, Inc.",294.95M,-0.63%,45368,103.26M
541,ACNB,ACNB Corporation,294.58M,-1.53%,4825,113.47M
542,ITIC,Investors Title Company,294.09M,0.05%,453,236.56M
543,NODK,"NI Holdings, Inc.",293.92M,0.77%,2646,364.61M
544,BCAL,Southern California Bancorp,291.03M,-0.44%,9840,-
545,FDBC,"Fidelity D & D Bancorp, Inc.",290.89M,-5.37%,3770,80.94M
546,HIVE,HIVE Blockchain Technologies Ltd.,290.50M,0.32%,2499704,95.81M
547,PFIS,Peoples Financial Services Corp.,290.25M,-1.84%,9131,106.23M
548,HMST,"HomeStreet, Inc.",289.19M,1.82%,105690,209.12M
549,NEWT,Newtek Business Services Corp.,288.51M,-1.97%,84854,166.20M
550,ASA,ASA Gold and Precious Metals Limited,288.36M,-1.65%,42723,-5.60M
551,FBIZ,"First Business Financial Services, Inc.",288.24M,-0.26%,3221,135.71M
552,FMAO,"Farmers & Merchants Bancorp, Inc.",288.18M,-3.22%,16966,95.69M
553,HBCP,"Home Bancorp, Inc.",285.55M,-0.14%,3772,132.99M
554,FISI,"Financial Institutions, Inc.",285.34M,-0.16%,34446,198.27M
555,BSRR,Sierra Bancorp,285.08M,-1.56%,16672,137.27M
556,CBNK,"Capital Bancorp, Inc.",283.18M,-0.05%,11797,157.23M
557,ORRF,"Orrstown Financial Services, Inc.",282.29M,-0.64%,19722,129.91M
558,UNTY,"Unity Bancorp, Inc.",280.50M,-1.30%,5850,99.97M
559,JRVR,"James River Group Holdings, Ltd.",280.38M,-6.70%,1213535,812.01M
560,TRTL,TortoiseEcofin Acquisition Corp. III,277.80M,0.19%,3921,-
561,INBK,First Internet Bancorp,276.71M,-1.69%,21053,86.13M
562,BMRC,Bank of Marin Bancorp,275.99M,-1.87%,43814,121.79M
563,BKCC,BlackRock Capital Investment Corporation,275.77M,-,239079,80.36M
564,CZNC,Citizens & Northern Corporation,270.65M,1.87%,25405,104.63M
565,NRIM,"Northrim BanCorp, Inc.",270.08M,-1.73%,3575,125.79M
566,SBT,"Sterling Bancorp, Inc. (Southfield, MI)",269.72M,-2.12%,10835,75.55M
567,SFST,"Southern First Bancshares, Inc.",268.42M,-2.13%,16047,86.25M
568,TCBX,"Third Coast Bancshares, Inc.",268.33M,-,21060,141.41M
569,PRLH,Pearl Holdings Acquisition Corp,267.00M,-0.65%,102,-
570,EMLD,FTAC Emerald Acquisition Corp.,264.32M,-0.19%,130,-
571,MVBF,MVB Financial Corp.,264.09M,-0.05%,14291,144.35M
572,LNKB,"LINKBANCORP, Inc.",263.25M,-3.04%,34568,34.25M
573,VBNK,VersaBank,261.77M,1.59%,32512,83.26M
574,FNLC,"The First Bancorp, Inc.",258.77M,0.04%,20510,79.46M
575,PLAO,Patria Latin American Opportunity Acquisition Corp.,255.50M,0.09%,2068,-
576,OBT,"Orange County Bancorp, Inc.",255.44M,2.10%,2949,93.42M
577,JMSB,"John Marshall Bancorp, Inc.",253.89M,-0.34%,7985,43.41M
578,BTBT,"Bit Digital, Inc.",253.07M,-4.68%,8606781,36.64M
579,BSVN,Bank7 Corp.,252.84M,0.76%,6035,77.57M
580,FLIC,The First of Long Island Corporation,250.46M,-1.52%,121922,93.53M
581,CLBR,Colombier Acquisition Corp.,250.15M,-,22110,-
582,FSBW,"FS Bancorp, Inc.",249.20M,-0.06%,3863,135.92M
583,HRTG,"Heritage Insurance Holdings, Inc.",247.42M,25.17%,1801085,723.12M
584,PBFS,"Pioneer Bancorp, Inc.",244.45M,-0.85%,6111,78.37M
585,PLMJ,Plum Acquisition Corp. III,240.90M,0.38%,271,-
586,WSBF,"Waterstone Financial, Inc.",238.23M,-2.61%,36475,130.74M
587,SSBK,"Southern States Bancshares, Inc.",235.71M,-2.44%,8295,85.50M
588,RM,Regional Management Corp.,235.57M,-2.03%,13678,551.40M
589,BCML,BayCom Corp,235.18M,-2.21%,15405,110.29M
590,HLXB,Helix Acquisition Corp. II,234.82M,-0.10%,5370,-
591,CIVB,"Civista Bancshares, Inc.",230.25M,-1.55%,26947,163.55M
592,CVCY,Central Valley Community Bancorp,228.68M,-1.24%,19128,89.05M
593,CNDA,Concord Acquisition Corp II,227.87M,0.10%,362308,-
594,LEGT,Legato Merger Corp. III,227.10M,-,1000,-
595,PCB,PCB Bancorp,226.03M,-0.57%,5462,102.10M
596,BLFY,Blue Foundry Bancorp,222.67M,0.67%,49562,48.15M
597,CONX,CONX Corp.,221.02M,0.57%,3512,-
598,CVLY,"Codorus Valley Bancorp, Inc.",220.15M,-1.01%,13501,96.61M
599,PMTS,CPI Card Group Inc.,217.98M,2.27%,39837,444.55M
600,NECB,"Northeast Community Bancorp, Inc.",217.69M,-0.06%,43080,94.86M
601,USCB,"USCB Financial Holdings, Inc.",217.48M,-0.36%,9003,65.24M
602,FVCB,"FVCBankcorp, Inc.",217.25M,0.50%,21797,53.24M
603,NWFL,Norwood Financial Corp.,216.78M,-0.71%,4081,72.20M
604,SBXC,SilverBox Corp III,216.31M,0.19%,58092,-
605,TSBK,"Timberland Bancorp, Inc.",215.66M,-1.73%,5572,75.91M
606,PDLB,"Ponce Financial Group, Inc.",213.24M,-1.00%,10042,59.62M
607,PHYT,Pyrophyte Acquisition Corp.,211.30M,-0.09%,102,-
608,CFFS,CF Acquisition Corp. VII,209.00M,-,160,-
609,CZFS,"Citizens Financial Services, Inc.",207.01M,-2.80%,10789,86.34M
610,SWKH,SWK Holdings Corporation,204.30M,0.25%,2795,37.67M
611,OVLY,Oak Valley Bancorp,204.09M,-0.45%,4027,85.01M
612,XYF,X Financial,203.19M,-0.71%,32197,629.69M
613,CALB,California BanCorp,202.92M,-1.04%,2587,81.12M
614,NFYS,Enphys Acquisition Corp.,202.54M,0.19%,7837,-
615,PKBK,"Parke Bancorp, Inc.",202.26M,-1.54%,12074,75.38M
616,BWFG,"Bankwell Financial Group, Inc.",201.87M,0.08%,7794,97.18M
617,PLBC,Plumas Bancorp,201.59M,0.38%,1889,77.07M
618,COFS,"ChoiceOne Financial Services, Inc.",201.54M,-1.61%,5672,81.38M
619,NKSH,"National Bankshares, Inc.",201.36M,0.51%,6987,55.10M
620,CHMG,Chemung Financial Corporation,200.43M,-0.09%,2803,99.48M
621,SEDA,SDCL EDGE Acquisition Corporation,198.68M,-0.15%,350,-
622,MBCN,Middlefield Banc Corp.,198.46M,-2.56%,8298,68.96M
623,KVAC,Keen Vision Acquisition Corporation,198.12M,-0.10%,26440,-
624,SEZL,Sezzle Inc.,197.85M,9.56%,28780,159.36M
625,MCAA,Mountain & Co. I Acquisition Corp.,197.84M,0.09%,154067,-
626,MNTN,Everest Consolidator Acquisition Corporation,196.52M,0.10%,1191,-
627,CBAN,"Colony Bankcorp, Inc.",194.44M,-0.45%,19620,111.79M
628,CRML,Critical Metals Corp.,192.98M,-6.61%,10899,-
629,LCNB,LCNB Corp.,192.09M,0.48%,15432,72.49M
630,OCN,Ocwen Financial Corporation,191.80M,0.04%,4733,1.07B
631,BPRN,Princeton Bancorp Inc,190.11M,1.39%,17767,83.99M
632,FFNW,"First Financial Northwest, Inc.",189.56M,0.48%,14898,46.32M
633,PEGR,Project Energy Reimagined Acquisition Corp.,187.32M,-,101981,-
634,EHTH,"eHealth, Inc.",184.34M,0.32%,147740,452.87M
635,SNFCA,Security National Financial Corporation,184.30M,2.12%,10066,351.77M
636,VSTE,Vast Renewables Limited,184.26M,-14.72%,5153,919.00K
637,OXSQ,Oxford Square Capital Corp.,182.53M,1.59%,251164,51.41M
638,IVCA,Investcorp India Acquisition Corp,181.12M,-0.09%,615,-
639,WNEB,"Western New England Bancorp, Inc.",180.92M,-1.69%,32561,77.93M
640,MFIN,Medallion Financial Corp.,180.24M,1.42%,122422,161.60M
641,PTMN,Portman Ridge Finance Corporation,179.82M,-0.52%,13942,77.14M
642,ESSA,"ESSA Bancorp, Inc.",179.33M,-,6276,68.56M
643,TRIS,Tristar Acquisition I Corp.,178.59M,-0.06%,180119,-
644,BCBP,"BCB Bancorp, Inc.",176.70M,-2.40%,26261,102.05M
645,CPSS,"Consumer Portfolio Services, Inc.",176.57M,-1.20%,29835,343.06M
646,APCA,AP Acquisition Corp.,175.51M,0.09%,102,-
647,CFFI,C&F Financial Corporation,175.02M,-1.21%,1817,119.05M
648,PVBC,"Provident Bancorp, Inc.",172.18M,-1.96%,49320,71.12M
649,ATLO,Ames National Corporation,171.21M,-0.11%,8282,53.05M
650,CAPT,Captivision Inc.,170.60M,0.85%,29443,32.75M
651,EVE,EVe Mobility Acquisition Corp,169.92M,0.28%,2322,-
652,VERY,"Vericity, Inc.",169.28M,-0.62%,792,175.00M
653,SKGR,SK Growth Opportunities Corporation,169.03M,-0.09%,5992,-
654,SPKL,Spark I Acquisition Corp. Class A Ordinary Share,168.16M,-,9804,-
655,CNDB,Concord Acquisition Corp III,167.64M,-18.67%,31125,-
656,GAQ,Generation Asia I Acquisition Limited,167.16M,-,54597,-
657,LCW,Learn CW Investment Corporation,165.82M,0.01%,1025,-
658,BRKH,Burtech Acquisition Corp.,164.52M,-0.46%,2073,-
659,MRCC,Monroe Capital Corporation,163.58M,-0.93%,120030,64.30M
660,APXI,APx Acquisition Corp. I,161.71M,0.09%,101,-
661,SOC,Sable Offshore Corp.,160.84M,-0.91%,202188,-
662,VABK,Virginia National Bankshares Corporation,158.40M,0.14%,2525,63.42M
663,ALCY,Alchemy Investments Acquisition Corp 1,158.16M,-0.05%,49,-
664,EVBN,"Evans Bancorp, Inc.",157.13M,-0.21%,5469,94.11M
665,ISTR,Investar Holding Corporation,157.00M,-0.56%,29112,83.06M
666,OPBK,OP Bancorp,155.40M,-1.74%,17119,84.38M
667,KRNL,"Kernel Group Holdings, Inc.",152.45M,-0.09%,216,-
668,AHG,Akso Health Group,152.32M,1.41%,23641,2.20M
669,PEBK,"Peoples Bancorp of North Carolina, Inc.",151.68M,-0.18%,3792,76.07M
670,BFAC,Battery Future Acquisition Corp.,151.48M,0.09%,467,-
671,FNWB,First Northwest Bancorp,151.29M,-1.21%,10338,76.03M
672,ROSS,Ross Acquisition Corp II,151.01M,0.45%,10031,-
673,IFIN,InFinT Acquisition Corporation,150.95M,-0.35%,50101,-
674,SAMG,Silvercrest Asset Management Group Inc.,150.72M,-0.88%,39215,117.41M
675,ESHA,ESH Acquisition Corp.,148.53M,-0.10%,134,-
676,FUNC,First United Corporation,148.37M,-0.14%,13045,75.75M
677,BCSA,Blockchain Coinvestors Acquisition Corp. I,148.17M,-0.09%,804,-
678,TLGY,TLGY Acquisition Corporation,147.02M,0.13%,29669,-
679,WNNR,Andretti Acquisition Corp.,146.96M,-3.35%,1264,-
680,MHLD,"Maiden Holdings, Ltd.",146.83M,2.14%,170243,73.74M
681,PWOD,"Penns Woods Bancorp, Inc.",142.90M,-1.31%,35363,63.96M
682,VCXB,10X Capital Venture Acquisition Corp. III,142.10M,-0.09%,10,-
683,CFBK,CF Bankshares Inc.,141.97M,0.84%,12,50.61M
684,HWBK,"Hawthorn Bancshares, Inc.",140.79M,1.00%,6870,65.90M
685,GSIW,Garden Stage Limited,140.30M,-6.48%,13207,3.26M
686,TWLV,Twelve Seas Investment Company II,139.21M,0.09%,279,-
687,OFS,OFS Capital Corporation,138.67M,0.58%,42279,56.94M
688,MFH,Mercurity Fintech Holding Inc.,138.67M,0.43%,5631,326.68K
689,MYFW,"First Western Financial, Inc.",138.54M,-3.60%,14604,95.99M
690,ALSA,Alpha Star Acquisition Corporation,138.39M,-,119,-
691,ISRL,Israel Acquisitions Corp,138.13M,-,25162,-
692,UNB,"Union Bankshares, Inc.",137.70M,0.16%,2668,48.79M
693,FGBI,"First Guaranty Bancshares, Inc.",137.48M,-0.18%,8464,95.22M
694,LGVC,LAMF Global Ventures Corp. I,137.29M,-,182889,-
695,ATEK,Athena Technology Acquisition Corp. II,136.94M,-0.09%,3528,-
696,IRRX,Integrated Rail and Resources Acquisition Corp.,136.34M,-0.90%,18,-
697,CNF,CNFinance Holdings Limited,135.79M,6.06%,19637,81.00M
698,MNSB,"MainStreet Bancshares, Inc.",135.27M,0.78%,32914,81.08M
699,BANX,ArrowMark Financial Corp.,134.78M,-0.32%,3032,-
700,CWBC,Community West Bancshares,133.75M,0.20%,4445,49.29M
701,NNAG,99 Acquisition Group Inc.,133.39M,0.10%,1100,-
702,VMCA,Valuence Merger Corp. I,130.84M,-0.35%,414,-
703,FCCO,First Community Corporation,130.45M,0.29%,24019,59.21M
704,CZWI,"Citizens Community Bancorp, Inc.",130.40M,-2.17%,21513,59.07M
705,UBFO,United Security Bancshares,129.36M,0.53%,7363,53.29M
706,ZLS,Zalatoris II Acquisition Corp.,129.05M,-0.28%,3192,-
707,OPRT,Oportun Financial Corporation,128.02M,7.77%,286106,352.01M
708,FINW,FinWise Bancorp,127.35M,3.49%,22914,66.03M
709,RMGC,RMG Acquisition Corp. III,127.11M,0.30%,156,-
710,FIAC,Focus Impact Acquisition Corp.,126.55M,-,4200,-
711,DSAQ,Direct Selling Acquisition Corp.,126.16M,-0.36%,3398,-
712,ARRW,Arrowroot Acquisition Corp.,126.10M,-4.15%,735,-
713,BFIN,BankFinancial Corporation,125.85M,-0.10%,23696,55.93M
714,RMBI,"Richmond Mutual Bancorporation, Inc.",125.09M,0.36%,6707,43.45M
715,GATE,Marblegate Acquisition Corp.,125.06M,-0.29%,2546,-
716,NPAB,New Providence Acquisition Corp. II,124.16M,0.19%,118128,-
717,PLMI,Plum Acquisition Corp. I,123.99M,0.05%,7010,-
718,KCGI,Kensington Capital Acquisition Corp. V,123.70M,-,3632,-
719,EVGR,Evergreen Corporation,123.33M,-,68836,-
720,PPYA,Papaya Growth Opportunity Corp. I,121.05M,-,928,-
721,ECBK,"ECB Bancorp, Inc.",120.12M,-0.31%,1749,24.85M
722,HCMA,HCM Acquisition Corp,119.22M,7.40%,11333,-
723,RCFA,RCF Acquisition Corp.,119.08M,0.36%,103,-
724,BOCN,Blue Ocean Acquisition Corp.,118.98M,0.27%,7,-
725,FNCB,"FNCB Bancorp, Inc.",118.91M,-2.00%,13482,52.66M
726,WMPN,William Penn Bancorporation,117.96M,-0.49%,4357,21.96M
727,HNVR,"Hanover Bancorp, Inc.",117.69M,-0.37%,5731,60.45M
728,OVBC,Ohio Valley Banc Corp.,116.66M,0.41%,131,55.28M
729,CIA,"Citizens, Inc.",115.95M,-,40306,241.09M
730,IXAQ,IX Acquisition Corp.,115.80M,0.04%,82529,-
731,FRAF,Franklin Financial Services Corporation,115.70M,-0.49%,5780,66.13M
732,FSFG,"First Savings Financial Group, Inc.",115.50M,-0.89%,1884,80.32M
733,PGSS,Pegasus Digital Mobility Acquisition Corp.,113.91M,0.09%,302,-
734,BYNO,byNordic Acquisition Corporation,113.45M,0.18%,85878,-
735,COOL,Corner Growth Acquisition Corp.,113.38M,0.17%,973,-
736,ARBK,Argo Blockchain plc,113.14M,-1.10%,449459,-
737,MRBK,Meridian Corporation,113.06M,-0.69%,7393,99.43M
738,FXNC,First National Corporation,112.36M,-0.33%,1490,55.98M
739,CDAQ,Compass Digital Acquisition Corp.,112.30M,-,1122,-
740,CBFV,"CB Financial Services, Inc.",112.17M,-,3062,54.22M
741,PFTA,Perception Capital Corp. III,111.05M,-,20361,-
742,CITE,Cartica Acquisition Corp,110.70M,-0.54%,134,-
743,LARK,"Landmark Bancorp, Inc.",110.67M,-3.49%,6338,57.78M
744,CMCA,Capitalworks Emerging Markets Acquisition Corp,110.38M,0.36%,744,-
745,SSSS,SuRo Capital Corp.,110.29M,-,50133,5.60M
746,TGAA,Target Global Acquisition I Corp.,109.91M,-0.18%,201,-
747,CHAA,Catcha Investment Corp,109.39M,0.85%,2831,-
748,HGBL,Heritage Global Inc.,108.13M,4.53%,49769,59.09M
749,WHG,"Westwood Holdings Group, Inc.",108.02M,-1.51%,14444,89.78M
750,DPCS,DP Cap Acquisition Corp I,107.41M,-,594,-
751,PORT,Southport Acquisition Corporation,107.02M,-0.65%,1433,-
752,MCAC,Monterey Capital Acquisition Corporation,106.44M,0.18%,12526,-
753,GPAC,Global Partner Acquisition Corp II,105.96M,-0.35%,8,-
