,Symbol,Company Name,Market Cap,% Change,Volume,Revenue
742,JTAI,Jet.AI Inc.,8.64M,-3.52%,256206,29.90M
743,VHAI,Vocodia Holdings Corp,8.39M,-4.72%,536072,156.61K
744,VISL,"Vislink Technologies, Inc.",8.38M,-1.78%,16221,26.79M
745,BLBX,Blackboxstocks Inc.,8.35M,1.95%,3188,3.39M
746,IFBD,"Infobird Co., Ltd",8.35M,-,414103,2.93M
747,JNVR,Janover Inc.,8.00M,0.78%,4847,2.11M
748,UAVS,"AgEagle Aerial Systems, Inc.",7.84M,-2.73%,223367,15.29M
749,SCKT,"Socket Mobile, Inc.",7.76M,-4.72%,428367,17.81M
750,MOB,Mobilicom Ltd,7.38M,2.14%,25205,1.32M
751,QH,Quhuo Limited,7.38M,-0.83%,11045,510.07M
752,NXTP,"NextPlay Technologies, Inc.",7.34M,-27.79%,230967,2.91M
753,OST,"Ostin Technology Group Co., Ltd.",7.28M,-1.80%,25090,57.53M
754,INTZ,Intrusion Inc.,7.25M,-2.50%,107985,5.69M
755,AWIN,AERWINS Technologies Inc.,6.69M,-5.38%,135087,3.18M
756,MITQ,"Moving iMage Technologies, Inc.",6.60M,1.43%,1589,19.41M
757,MICS,"The Singing Machine Company, Inc.",6.48M,16.83%,26622,29.05M
758,GVP,"GSE Systems, Inc.",6.40M,-0.91%,67820,45.64M
759,SOPA,Society Pass Incorporated,6.38M,-5.66%,383864,9.14M
760,OMQS,OMNIQ Corp.,5.77M,18.55%,76217,90.75M
761,WAVD,"WaveDancer, Inc.",5.66M,7.65%,75085,8.55M
762,MRIN,Marin Software Incorporated,5.58M,-1.39%,32112,17.73M
763,BCAN,BYND Cannasoft Enterprises Inc.,5.52M,-70.50%,127623794,1.11M
764,IMTE,Integrated Media Technology Limited,5.29M,9.32%,1803,573.11K
765,AMST,Amesite Inc.,5.21M,3.47%,177641,432.36K
766,VVPR,VivoPower International PLC,5.17M,5.73%,8239,15.06M
767,VS,Versus Systems Inc.,5.16M,-1.44%,10064,454.56K
768,TGL,Treasure Global Inc.,4.96M,-13.07%,154787,53.59M
769,CAMP,CalAmp Corp.,4.61M,8.60%,70848,264.74M
770,CETX,"Cemtrex, Inc.",4.12M,-,65555,64.28M
771,FRGT,"Freight Technologies, Inc.",3.96M,-7.41%,216597,19.68M
772,SASI,"Sigma Labs, Inc.",3.90M,-4.80%,31355,522.87K
773,PEGY,Pineapple Energy Inc.,3.47M,-4.28%,4128724,73.79M
774,DATS,"DatChat, Inc.",3.28M,-0.76%,49664,4.42K
775,VERB,"Verb Technology Company, Inc.",3.26M,0.59%,257481,4.41M
776,ASNS,"Actelis Networks, Inc.",3.22M,-1.33%,14561,7.12M
777,PRSO,Peraso Inc.,2.94M,-13.73%,272211,15.80M
778,WTO,UTime Limited,2.88M,-7.58%,61925,21.55M
779,AUUD,Auddia Inc.,2.75M,-7.57%,513113,-
780,OBLG,"Oblong, Inc.",2.59M,-2.50%,226214,4.29M
781,TAOP,Taoping Inc.,2.29M,0.86%,90920,27.77M
782,SYTA,Siyata Mobile Inc.,1.84M,-3.57%,7395,8.47M
783,WISA,"WiSA Technologies, Inc.",1.83M,-7.32%,43643303,2.58M
784,MYSZ,"My Size, Inc.",1.78M,0.97%,1391,6.69M
785,XTKG,X3 Holdings Co Ltd.,1.63M,-15.95%,638392,10.05M
786,ASTI,"Ascent Solar Technologies, Inc.",1.33M,-11.06%,521739,458.26K
